x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y
-2814.9888,3091.6416,895.7503,-1558.5658,3813.432,3496.646,4285.9585,-728.72076,-3775.2378,1125.3834,-5339.554,-4200.1567,1994.4447,-1946.1437,1664.235,1373.963,-4106.919,1400.3522,5567.724,3306.1462,-644.0326,-3824.577,4.0
2270.2295,2081.945,2888.046,-2688.6826,2789.558,-1387.1078,3700.2266,653.24414,1243.2837,2806.0715,-1013.9264,624.0245,3942.6655,-893.54926,1778.1044,-2553.1714,-1152.7283,2040.8914,-663.0109,-501.19348,1247.9722,-2059.1785,0.0
-12145.197,5416.808,-4745.8364,-1464.1156,-3227.7812,8849.422,-6420.0605,-265.5295,-6373.3066,8838.31,-8664.473,8497.785,4861.7876,6563.7437,4678.847,-5125.1934,8601.202,11991.398,1320.1075,7839.8096,-15383.179,1791.8408,4.0
5141.294,224.25215,10489.957,-17750.506,7220.1035,9782.505,-10533.776,6846.487,-17837.732,-21466.264,-2648.7268,15857.742,-2141.1567,15716.797,6134.4526,-8951.553,-4735.903,11090.014,996.0194,3417.1987,-9134.19,-10312.85,4.0
4010.8613,2863.134,817.8024,-3532.9424,-1033.0,2271.0005,3955.6323,-2414.1047,3187.5784,-24.003723,-517.3762,326.8295,3069.3882,676.08734,3961.9985,-2787.349,3321.782,4066.23,-2029.6959,2160.0972,-39.578194,-2043.565,3.0
-5597.854,4805.771,1927.0002,-726.28467,6233.1616,3070.3901,3325.885,942.85394,-8715.705,4359.3384,-3170.9802,10191.742,4978.189,836.83276,-3067.822,1808.8403,-4454.329,-817.9754,-2119.9026,5912.219,9923.044,-1939.0044,2.0
335.07977,1324.6492,2300.3452,-1211.5345,-3039.4507,1576.8855,2296.0442,-3126.1802,1698.8026,3140.7688,2443.8003,-830.2122,4987.883,-30.410309,5313.033,684.3944,-1947.8689,-1270.6984,4815.5034,-418.52728,-320.75867,-6373.2793,3.0
748.31134,2834.9631,939.9726,-2049.4724,-39.714836,329.1147,1333.8076,1433.7885,1929.4343,1326.295,-475.79065,-496.39603,6329.387,-1390.1962,2650.3503,-832.5754,-860.6673,1005.0655,858.4198,2399.7883,178.88147,-498.6034,2.0
-1228.757,-362.33096,-1806.6057,-3236.047,-787.75903,2291.948,5415.8237,4241.105,2516.8015,2902.944,3448.3672,2875.3396,-671.3267,-2357.6865,3281.4563,-1774.3789,853.3792,2423.8267,-569.3568,670.117,2516.502,-391.99872,2.0
-4621.455,-638.517,-890.37946,-4696.3027,6622.5845,4063.3875,4407.458,4007.677,-1103.9973,1421.4211,-1498.871,-3201.6807,528.6401,1674.1589,1500.5994,-2018.3994,-1611.8398,3237.871,521.504,-51.968925,3444.6145,-7150.85,4.0
3044.77,1425.5052,4029.43,2415.5698,1793.6156,-4124.641,5319.506,1764.3732,1508.3713,-4307.6445,-3768.1077,1953.8624,3437.544,1335.3834,766.6199,-8555.439,-674.40924,1284.0441,2218.8013,2229.2825,5656.581,-1472.3706,2.0
-1272.5187,-1439.6338,804.5799,-768.771,-719.423,4697.5,2485.8333,2470.8538,1293.6248,-15.5035095,1521.896,-1034.8607,4495.349,-132.48111,3474.254,1979.8906,7.3989778,-86.56592,1969.5677,1059.0277,1155.043,-3491.733,0.0
-3526.724,1385.8835,46.411076,-8513.327,1486.018,-1895.508,-10858.175,844.3387,3023.0107,1389.7152,11588.41,11817.342,15943.935,6646.453,9858.354,586.0666,1486.8055,-4528.92,-2452.9858,839.97784,-3918.7253,4126.4355,4.0
4135.829,-3197.8289,-2308.9802,-6414.1235,-968.0846,2473.1396,3702.8306,1834.4133,676.7758,3368.5088,-1853.332,8531.874,-2361.845,865.0918,10275.384,5081.106,-1819.1934,-2556.1265,-234.42421,-76.39831,3389.7766,3177.155,2.0
-1293.3971,1426.5164,2843.851,-1522.4272,1620.6481,1422.9175,7255.616,-31.344316,156.20201,2642.0723,-940.8447,1616.0948,2880.2466,770.3101,3675.743,-2158.571,1121.0128,-1236.5526,1229.9608,-4007.3025,-1052.5571,-5153.998,4.0
-2004.2628,-2464.3147,3452.972,-4186.019,-1007.49243,1406.9025,4722.8003,-2262.7212,-1049.0796,1379.9429,-1963.8135,4432.996,-142.77548,631.2187,5808.2954,2241.0342,1721.2836,-613.63574,7004.345,34.317513,3607.8872,2530.7917,3.0
-6048.8667,3185.4373,-9013.413,-9703.676,-1302.0446,-5150.9033,2086.164,-1779.7473,-6339.012,5210.3086,-2484.0237,-264.68015,2058.81,-2231.311,5839.3037,482.06345,1076.6199,3282.2927,3954.032,7219.525,681.68604,-5056.1387,4.0
-1102.264,664.1578,-2358.1025,-2453.7063,-1255.2063,3935.0776,1183.2057,-834.80914,5081.2256,-1728.1614,-3588.5505,5880.3315,4559.3857,-2922.295,4678.5483,-816.5027,-1958.4384,658.9036,-2934.9001,539.97363,1466.85,4032.0806,2.0
-9680.458,-8223.693,6016.218,-8002.271,3998.7527,898.9431,-12789.781,7155.771,4674.735,-8751.243,14989.3125,5591.1514,12144.231,12175.938,13742.776,-4067.4163,-19191.059,-3734.601,-1242.9147,9625.806,-12289.704,6702.2207,4.0
-2036.303,3929.8293,1085.4148,-2441.8806,127.97938,109.49744,-1964.0342,-1393.1666,1718.382,-914.93506,146.04228,3744.4473,9298.344,-5675.2344,3024.2249,-5601.977,-3095.4243,-2529.2676,-2482.6638,1444.7367,-789.3937,-2088.2927,0.0
1475.4274,1068.3248,-1606.9437,-5933.308,-581.3002,2098.1438,3442.7725,-652.87384,3373.0933,6642.0522,2517.3015,-1730.2413,2519.7344,-1444.6699,2919.194,-1025.2039,2041.6178,1264.9084,1295.1835,1050.1614,966.28,-3214.4048,4.0
-1165.7722,-7.4847803,-5294.2485,-327.94492,-6380.2437,7014.488,2700.3752,-2822.7654,1358.7347,-2583.3386,-6029.7153,5473.8467,2639.9521,-5629.71,6728.2676,-52.821877,1769.2457,-4478.868,-3996.6855,3572.0613,4616.2373,-109.5135,2.0
-4850.7163,664.20526,2050.6807,-7557.8364,-91.30578,-7551.9863,-9851.569,2199.8274,448.03265,5255.946,16539.201,9163.568,14743.806,5148.617,6939.8604,1191.9631,-5482.0684,-3000.001,3468.445,1949.838,-2929.9824,-2173.0164,4.0
-2713.2368,6903.5503,-3811.183,-1057.038,5258.066,4675.1377,-904.7633,-1806.4495,-819.24817,-4183.9526,8862.119,-1466.6604,4603.6963,-2204.9678,8506.274,-2056.3374,-2845.3142,1801.7579,1418.315,3791.562,-4433.479,-9715.335,0.0
-713.28357,1120.1765,2306.4775,-925.4345,1933.929,6822.8975,4626.5996,-85.79982,4837.586,1486.2325,924.84863,-2377.3752,4258.74,521.39557,-604.1863,-9017.829,2263.8455,3517.2004,-5357.117,822.2709,1013.2689,861.62714,3.0
-5390.706,2083.5774,2241.454,-180.96512,-70.841545,4025.0872,5747.303,-386.61728,800.7722,3138.987,903.0379,-76.757835,362.5944,1394.2489,5489.387,-2774.9575,-53.145576,-2085.8486,2101.325,-2526.4998,-1835.0153,-6563.3105,3.0
5973.089,1771.6282,2572.4717,-254.75986,86.494514,-2905.9358,9010.8125,-1799.6094,-16030.662,-2814.0168,7617.654,1379.1808,12104.776,-1136.305,2050.1172,1741.0669,10255.716,-2321.4104,12552.153,541.1589,-8368.206,4598.6777,4.0
-697.84644,-2798.4011,3365.9365,2898.737,-1160.3191,3292.2048,3329.3354,1594.5162,1568.4208,-3054.2756,-3060.13,1093.212,3478.91,-2972.1897,2587.2695,-1178.0049,-2384.4592,364.30246,3967.135,55.18232,-936.1669,-101.03904,2.0
2030.5277,3716.1072,3771.948,1743.3251,4179.5376,-2876.6917,210.23466,-642.0154,1897.6733,2495.659,-4136.825,150.41153,5396.6665,-2356.4868,369.1582,-1780.7002,-2999.3792,2061.0906,2010.031,2336.5015,-278.8058,2113.5164,4.0
4414.751,1477.9651,3593.2556,-5073.233,3211.4116,-1386.1831,4470.397,-6509.8467,601.0455,-340.2638,1906.8304,-2040.6764,4088.757,-21.552078,3980.312,-4846.7915,209.62956,5171.124,-2106.6975,3465.093,-571.1399,1948.6451,3.0
-2167.6975,1517.8749,-2447.7034,-2931.0916,-2222.3315,716.7376,5399.8804,721.9265,927.9287,1778.9418,4743.78,-382.3375,1472.8553,868.33606,2874.4143,-185.89339,-1156.7028,-277.84436,6342.238,3514.3926,1668.7705,-5427.702,4.0
1140.5508,757.15216,-2393.2585,-1840.9093,235.73091,4589.872,3355.9084,-998.1823,2774.8948,-1007.2666,-4309.207,-1005.88934,-645.9622,-1145.9287,4847.307,-6743.7856,-1291.7493,1631.2897,-3127.231,2996.059,2910.26,-4442.737,3.0
3083.6885,-1674.0785,-2908.5894,-2659.413,-5409.0337,6105.144,2923.955,-1029.7953,7102.016,696.7046,10870.993,-452.95126,507.64102,4375.8,-605.15393,-14673.913,-1061.1405,8553.444,-1655.7399,9415.02,-52.79847,-3846.6318,4.0
154.27354,100.284546,2704.0579,-2709.6604,-334.71588,2413.1038,3316.8633,2823.622,-426.11368,645.5716,-600.1417,-1109.2987,2848.7742,-1125.0266,2844.6777,0.43379924,224.22331,-2249.7925,2675.1978,2402.068,2387.6633,-604.5816,3.0
3210.9724,2297.5193,2741.5251,-578.80707,1375.1534,-389.90723,1455.5397,-1166.2642,2765.8691,317.96777,-4258.6855,2012.1709,4148.361,-802.3903,2964.708,1173.009,-2186.2156,2223.7708,1553.8804,502.29504,240.21985,2382.298,2.0
-5280.7993,2543.1877,-4568.018,-1096.9642,-7021.784,2302.28,2898.2249,197.26976,-3416.406,1851.6237,1451.7834,-358.09848,4551.119,-108.491516,5979.756,-4950.0312,4661.8804,7506.5767,743.6692,5314.137,-4638.4927,-2476.7551,4.0
-890.974,214.34505,3392.8838,-2415.4146,3349.666,-1072.3428,4249.7246,-514.68097,-438.4444,-6878.9517,-5553.0884,1710.8344,1621.488,5663.0156,981.87476,-11999.357,4947.6343,1210.1083,4857.2847,1716.214,4688.95,-4255.3076,3.0
-5101.7163,55.924034,3948.4985,-1910.5721,1064.071,-701.30426,3785.6055,328.4365,3189.7007,2940.6707,-297.7436,-1153.2595,2270.9868,-343.8246,5452.3853,-1350.6914,-1824.734,-755.0241,3323.9805,2437.79,-1216.451,-3083.4563,3.0
210.27092,586.988,1168.0908,-1323.9546,258.17358,1667.6125,5100.727,195.1595,1516.9434,1671.0316,-487.23065,257.87198,3088.0415,-792.9217,2530.6484,-1466.7361,-238.59761,2519.2559,1487.3339,235.66241,711.73566,-3285.6802,0.0
-2609.8345,38.60714,189.55475,-5105.5967,-2839.146,2469.9988,998.13824,401.6348,2821.1118,964.56085,5418.2803,2413.625,5530.898,-1055.9935,4279.5835,4035.8657,293.02496,-1717.5204,1324.4114,2231.7896,2309.623,-568.1356,2.0
183.54625,3164.1926,-1178.9111,-791.6813,4649.0073,1105.5361,4960.529,381.20712,-3516.3635,878.71155,-5758.7524,-1286.681,2131.1538,-1101.9547,1989.3807,-2046.2098,-5851.6426,-766.1312,1596.7704,2270.6724,4339.6885,-7144.251,2.0
3576.4373,3987.1943,-371.65558,543.1481,-2763.6182,5205.752,5240.0454,-5688.3906,-1945.0359,259.6762,-5107.279,-716.33844,5611.2036,282.90115,2358.7124,-3652.3281,-1351.8064,-2537.8694,-198.11705,-1403.6864,1964.2695,-5652.536,3.0
-494.48077,913.8094,-1090.8636,-7446.8916,100.99293,3985.352,-130.75734,967.0345,3846.905,-1431.0369,-1981.3235,1246.7554,2064.2644,-3398.6968,721.55444,-2073.9863,-3790.9036,86.48746,4565.9067,-3107.9482,3497.712,-670.8289,3.0
-862.4319,-1971.8511,168.90411,550.96405,73.90687,1923.2178,5771.901,1734.5568,2401.7893,-955.0528,206.15953,-379.603,2731.7334,496.00345,4880.3296,945.95886,-241.50081,1145.7344,3484.8508,-260.95535,2131.611,-1620.1013,3.0
2224.0417,393.8889,2651.928,2751.6814,2560.3792,13.444949,2484.9014,594.0597,2271.586,254.45682,-4224.272,1881.5422,3806.3386,-1205.5607,2813.9175,429.10062,-3382.6575,3614.8518,1907.3898,-761.8433,-780.4442,2031.5114,4.0
-402.50916,-220.85954,1846.6769,-2969.0095,3067.1665,-1571.3433,6455.9917,-991.13275,-4154.8647,1977.0057,1499.8608,-1524.9984,-14.898278,-4681.004,7189.609,-2080.2297,2884.7546,2010.5707,7378.211,1095.1992,-1198.341,1899.8005,4.0
5341.8584,-2631.4556,-7943.512,-5139.0156,4438.594,-981.6934,-21.581068,-2630.0007,2031.5038,-3133.8403,-13168.432,6581.5527,-912.03424,-2785.3474,4691.1187,-5655.8716,-5766.548,5215.207,11103.051,-4796.6865,-1043.9276,1607.7439,4.0
499.37067,941.26105,-1298.1101,-273.89017,-4068.4475,3158.483,1903.078,1680.7996,1808.5839,-290.57056,-3302.0674,4194.6455,4159.358,-4069.0208,3481.4858,-5311.43,-1804.4991,-807.55334,-4040.6758,3673.3096,-2405.4329,-2087.2854,3.0
-507.1737,9391.85,-19.57037,3950.0283,-1441.0918,-1107.4304,5352.8315,-11598.449,-3253.1545,-12763.181,-7276.266,4824.715,5860.516,311.67245,5685.0796,-8778.525,6139.3027,-9631.877,-164.17091,6487.6064,9596.708,1936.8225,4.0
-10631.62,-2707.3154,6450.226,-1085.6674,-6327.8027,2660.9453,4093.7727,-750.06323,2432.8206,2314.7075,3916.3674,-3902.9739,4292.1562,527.1646,4353.768,1376.0076,-1481.5541,-4722.8486,3784.3542,3060.9314,-3908.7249,-1556.28,4.0
-3048.836,245.53236,1413.3696,4022.2239,-1861.2151,3945.6912,1194.9778,-2746.2944,-123.98543,-596.2609,-4241.6426,-214.2449,4471.3916,-1567.1105,991.8572,1874.1036,-6479.881,1752.9983,7103.286,5085.0728,1389.4904,-3125.6199,2.0
-1703.6467,-2429.2012,-1749.1555,822.9314,2506.804,5535.4043,7245.8223,-2077.4802,666.4433,3583.2268,1536.2264,1794.0398,1941.9705,378.203,4778.65,-3543.5996,-699.30524,902.9589,1723.4313,-3071.5073,-1492.2405,-4165.88,3.0
3186.7598,1821.405,3976.3625,1742.3567,2321.602,-1473.1074,2089.8652,-2178.23,3595.0989,-1301.61,-5545.34,1904.1603,4839.975,-890.96405,1631.3771,-74.990074,-1361.7799,1174.755,2523.3035,-230.1767,1011.91907,980.7578,1.0
-807.9022,2082.2517,3444.2588,678.5913,1484.2646,2753.067,1909.4805,1436.6895,920.29114,-1442.8097,-1902.1649,314.68594,4922.8,-2834.2095,1588.6058,189.24908,-1133.3109,326.04703,1857.5938,526.1622,2091.1758,-1705.8376,3.0
-1388.8938,-2425.386,416.5473,3809.91,-2186.7534,5192.76,5345.0005,2130.7988,-2200.3186,-1001.8488,-331.471,-2436.4038,6644.375,1246.8998,1871.3062,3388.8828,2344.0664,765.2705,5780.7383,-404.67154,-2477.277,-5636.8237,4.0
2284.546,-4462.7515,-206.45111,810.32227,-1825.8795,6076.9604,8140.307,942.5783,-4437.7847,-2762.112,1804.4679,153.24612,6933.4087,1329.4332,-3123.2935,3612.187,498.8471,4821.5234,2796.1992,2226.3013,-4127.547,-4300.5312,4.0
-3050.167,-5144.4775,-1340.6782,-1189.0918,-1488.0836,5092.6533,7683.0625,-658.48114,-433.88422,3577.302,-2790.594,5225.3477,4624.4707,2366.5024,2240.6758,-1259.8643,6277.851,-1949.0944,1094.5087,-2048.466,-4832.4336,-2134.048,4.0
1911.2224,-6128.601,3303.039,7158.2114,2896.1301,6818.8374,3525.5762,855.958,-2116.433,-1197.8121,81.42363,-145.35654,4680.512,-25.64505,1343.2135,834.57196,1745.3403,2715.4565,8545.226,6446.609,-1696.8993,530.69366,1.0
-12852.378,1890.238,6755.6724,-1315.5767,4092.9504,709.0609,8232.223,1141.0629,4523.983,5774.8804,-2866.755,3435.325,1212.0326,4162.247,5407.3735,-750.8367,-1045.1932,-5075.606,-1048.014,-9121.018,-4147.685,-2480.7837,4.0
-2470.6555,-2708.4966,1870.3936,-5087.8647,-2453.8367,1366.2148,4127.917,-1058.8419,2528.0996,3872.6716,-457.8844,-731.73236,1339.9818,1414.5865,5019.351,-680.6311,1236.3058,-407.84824,2510.0686,1992.538,1055.8983,-1045.3646,3.0
265.47815,6655.975,-5119.6553,-4983.5234,2629.537,3596.3423,-5509.024,3869.061,-7318.36,-3671.4377,4293.559,-2199.9805,9228.903,-3290.5303,3966.2695,-5904.972,-12903.452,-7920.8105,6578.8154,-7184.4917,-1193.7081,-11846.367,4.0
1683.4242,3100.8296,6564.2466,647.08765,3693.274,-103.035034,-747.0492,1939.4221,1203.6642,1008.0805,-2532.217,1494.0992,2439.2979,-3095.752,391.39526,1142.4913,-4441.27,4032.9744,1826.7297,2374.251,-814.4215,-1616.714,1.0
-823.34296,-723.4066,244.8764,-1282.5336,-3449.6013,3428.065,5355.4033,460.96207,1429.9231,1171.0377,251.29881,-528.3117,-1482.7057,1163.5419,5550.395,-1900.7936,418.88788,3305.0684,1940.2062,-4.6019535,452.09186,-4110.4634,0.0
-3728.4775,7661.9424,-725.9461,-1319.5024,2639.7107,-167.9477,1878.1611,4004.3174,-378.2635,3372.8438,-817.0083,1373.8232,3758.4722,-5400.0327,822.48486,-3852.4229,-3056.8457,-10677.352,1349.4591,4032.0732,-367.2693,-158.54974,4.0
-1438.6075,1983.2898,-1224.0775,-5341.4326,260.0772,1298.5796,3355.3252,1404.9061,207.18333,3895.5823,1417.6566,-2441.0798,3603.4954,-1704.3218,2873.9958,-947.4413,1231.2288,713.1529,2005.1625,2899.768,2317.4827,-1944.3682,4.0
-1368.1942,-5187.7524,768.74603,4820.668,530.98596,5935.163,7476.064,2906.6953,2556.8586,-930.87384,302.8568,1649.097,-2270.0823,946.8254,3619.0781,-3014.674,480.253,6072.234,429.32077,-2019.3489,581.03033,-1995.5869,4.0
761.3254,1418.698,-161.89203,-1932.0017,1445.3138,2094.4197,3970.5981,579.3981,1925.5267,1551.6132,-1552.451,123.35551,1133.3575,-2856.3975,2821.1663,-1773.1332,-2933.3176,2527.432,1499.1439,398.1468,273.0985,-3809.152,3.0
-5167.953,2149.2463,4340.833,-2530.5146,-2812.9412,3562.9763,4830.9033,3819.2795,-3222.9553,-2189.2573,-674.79846,3116.6997,-3786.0977,-1462.6125,2723.8264,-998.3247,-1194.2694,4808.41,650.78076,1498.6952,1381.6168,-4695.5586,1.0
3242.0408,-905.08954,-695.4991,1283.0509,-656.69324,2151.7043,4262.1436,2689.61,3438.5178,369.18085,403.28278,4416.5825,1386.0852,-4629.5103,5353.1274,2136.0117,-1476.7374,630.4465,-809.99695,-334.79257,3754.8977,1532.3215,0.0
503.90402,-650.4462,1777.5564,-1518.8833,-72.30273,3192.8672,1850.6704,2845.802,2130.4036,2400.1504,289.64136,-88.522545,3909.4866,-845.2338,3678.1702,1425.676,-740.81573,1288.9973,1331.6964,747.89777,1125.3115,-376.7557,2.0
-4997.4087,3272.2966,627.258,-3835.3303,886.09534,653.34894,3756.085,-535.0471,1023.9924,-662.96405,2016.295,-1041.099,-1129.0709,-738.2329,8090.2427,-3775.728,592.1927,-122.99341,4503.6694,-1427.6252,-2778.301,-7744.9326,0.0
384.46503,1245.3643,618.0771,-3081.6536,-1796.001,2949.1506,736.0918,2178.6104,3217.6018,-2478.7312,-1098.2225,2480.9065,4792.7754,-2413.7805,3120.9238,935.80664,609.35126,-1630.7408,1203.0634,1748.2799,2172.3083,382.09332,4.0
298.60196,-2821.3499,177.11151,-3847.4592,1283.5065,5621.587,6758.8403,-3472.1633,-4723.322,-2337.7634,-1021.05853,9783.066,985.16156,938.8406,562.8148,-3374.0146,2197.7249,6264.1406,2311.9187,-2025.2546,-4019.9656,-7026.7676,4.0
-2816.2905,456.0859,-6.933651,-7248.7007,1996.034,779.99976,-2103.733,4835.4395,4885.212,1993.1915,9528.969,1342.2601,6186.6074,1905.8893,4775.5166,-1220.9067,-3908.9622,-6155.1553,220.96361,757.7937,-116.62788,-5817.135,3.0
665.92303,-6734.488,-528.16534,3608.1738,6112.208,4264.482,5636.07,-2661.2686,5882.344,-3051.8179,-2227.088,3280.6548,6615.003,687.34973,-1822.4025,1886.1503,1201.9105,2317.6814,4327.195,2297.302,1109.4463,178.88611,1.0
-3665.8977,6501.3247,1022.88226,-4761.388,2524.3809,796.57825,1360.3718,798.3038,-2506.1023,5026.1406,-2004.7216,-1696.2297,3758.8406,603.5483,2739.0996,-6125.3706,1111.1234,-1575.5065,345.24216,3780.5173,-846.46643,-2231.1445,2.0
1093.4017,1401.2507,422.05536,-3363.826,2390.7156,2452.6511,4482.4185,1010.676,2992.0022,281.23865,165.47685,222.46133,544.0059,-416.43387,3345.3298,-6374.5547,-1995.204,3144.457,-802.6052,-1357.1874,-1690.0656,-3915.816,0.0
-799.3801,-4523.0703,-3931.073,-279.08273,2076.277,4496.3877,3679.1633,324.90384,2613.2795,-2338.8164,311.98242,7071.073,59.364906,-640.14526,7033.7495,8217.602,-958.661,-2375.316,6743.6113,5589.72,832.64136,2756.5442,2.0
5612.101,-7458.7036,29.19257,-7184.107,2284.8809,4101.7607,3001.74,-6773.474,-4723.3,-3454.2798,-195.37886,9389.362,5021.746,-1899.0984,-1504.4032,-3846.7017,2211.2344,4079.395,5838.352,-2529.772,-2597.391,-7791.5146,1.0
505.47845,511.95877,1997.6809,-2603.258,-307.53915,3100.206,4221.047,2369.1125,-1075.544,1716.4934,-1437.8136,-1000.5518,1360.9962,-761.7984,3197.475,-1122.4998,444.4157,-2159.2307,2156.301,2230.4065,1829.2474,-1302.5002,4.0
-2731.1477,-1401.6323,1001.1905,533.4569,5164.0454,2178.5227,5497.3833,-714.0989,4168.028,2884.4739,3648.026,2159.2786,1504.9696,2872.0332,9739.178,-4219.098,-803.07526,-252.99857,1214.2645,-2504.5818,-6039.826,-3993.4985,4.0
614.5818,5602.904,-3294.087,-3228.6602,2146.232,442.77808,4146.601,-3934.1633,-2225.6118,3795.4065,-8682.431,-1502.5829,73.913734,269.58188,5720.303,-3220.2139,25.125296,-1986.4414,-6529.5474,9487.636,-1069.6349,-8979.786,0.0
-2403.3926,1254.621,-2304.5117,-597.2314,1908.7258,1913.7372,4450.602,53.416214,990.37683,72.60248,-1259.4391,-1769.9596,1391.8907,408.27725,7345.166,-1582.9473,-170.13301,2520.8203,5253.5635,-19.392038,-2274.883,-4679.082,3.0
-9229.271,3858.6663,-2703.4873,-9804.59,291.95203,7864.615,-4675.4263,-4555.208,-939.29,1872.4397,3319.3618,6143.309,2529.7402,-2075.323,5104.0005,-7448.562,2902.87,-129.88187,-560.5598,2609.4568,-3081.4397,7949.4805,0.0
-792.9424,4600.939,832.24164,-5213.023,2096.547,1203.8816,2681.0942,2992.0862,-618.4217,3541.983,1636.6993,-2137.8774,1226.7245,-5084.649,2006.8982,-2501.3643,523.0433,93.21457,-272.157,6159.0293,1033.2563,1449.8131,2.0
-349.68076,-3415.6365,3548.6304,1962.6901,154.08705,3530.4666,3711.6328,3809.5237,296.16498,-4336.965,-1724.2095,1399.2933,2932.459,-3618.593,3319.4106,2123.434,-684.29645,-3510.1206,5462.225,1347.3717,519.2103,2073.003,4.0
-945.8483,3227.3762,-445.05328,-12542.539,2169.3254,-5855.1777,1548.2888,-7281.448,-5287.174,4582.9414,-1554.0254,357.51773,-1933.3866,-7525.038,9702.431,2880.045,10812.621,538.95197,4623.5923,3207.0212,-2668.1077,-3182.1575,4.0
4841.9614,-2890.966,-3812.2385,-2635.1865,4134.4053,2439.1086,7546.901,1530.7827,3226.5364,4382.232,45.792923,2624.1692,879.5119,-358.09207,3019.4897,-3136.5063,983.9626,1958.5338,-729.75415,-3207.5842,4371.894,-1428.2786,4.0
1446.6217,254.99791,-1778.8604,-1485.3312,519.17773,4911.708,5285.737,1283.8861,3756.5564,2068.4897,-430.09204,1373.1691,1376.2852,-354.15988,1948.7385,875.0969,-1149.4869,1170.2922,1241.9406,341.47336,-126.56098,-2660.1387,1.0
-1123.2916,2141.382,2031.6118,-1936.1655,2878.4387,2929.8416,4974.678,3212.1946,446.82043,337.8542,-430.0838,-1183.9934,2741.8232,-47.649567,933.6608,-719.78827,-1102.2926,1843.629,108.45188,-262.35345,2347.7908,-4651.725,4.0
3000.7036,2845.219,-611.90643,2951.619,-655.97925,4013.927,8051.2495,-2063.7847,-1976.5903,-991.991,-1494.3927,460.40482,4076.538,-343.57822,3680.0173,-1638.1252,-4247.717,3335.0386,454.46878,-6541.4995,97.93212,-2381.4607,3.0
389.44458,-2115.7893,-910.80084,-2276.905,-2667.9849,5417.202,3146.7437,-528.30676,1613.8728,-600.58,1129.764,1768.6603,3667.8447,-352.38712,4227.018,349.46802,406.8852,931.9421,-1305.3552,2923.1294,2269.298,-963.7176,0.0
-29.098524,398.14697,5711.5186,3623.4963,2349.686,-493.62463,607.94617,-51.649857,1755.0747,701.89435,-3665.5298,489.54636,5410.654,-877.1833,222.28674,2969.8076,-5939.3477,1485.6603,5119.897,-85.96325,-3699.0251,959.148,1.0
